"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","legalGate.errVerify","Couldn't verify your agreement. Please try again.","No se ha podido verificar tu aceptación. Inténtalo de nuevo.","","",""
"web-app","legalGate.errGeneric","Something went wrong recording your agreement. Please try again.","Algo ha fallado al registrar tu aceptación. Inténtalo de nuevo.","","",""
"web-app","onboarding.title","Welcome — link your CueScore profile","Bienvenido — vincula tu perfil de CueScore","","",""
"web-app","onboarding.body","Pull in your name and photo so other One Pocket players recognise you. You can always do this later in Profile.","Importa tu nombre y tu foto para que otros jugadores de One Pocket te reconozcan. Siempre puedes hacerlo más tarde desde Perfil.","","",""
"web-app","onboarding.field","CueScore player ID or profile link","ID de jugador de CueScore o enlace de perfil","","",""
"web-app","onboarding.placeholder","1161837 or cuescore.com/player/…","1161837 o cuescore.com/player/…","","",""
"web-app","onboarding.skip","Skip for now","Omitir por ahora","","",""
"web-app","onboarding.linking","Linking…","Vinculando…","","",""
"web-app","onboarding.link","Link CueScore","Vincular CueScore","","",""
"web-app","install.cta","Install 8nOut for one-tap access","Instala 8nOut para acceder con un toque","","",""
"web-app","install.add","Add to Home Screen","Añadir a la pantalla de inicio","","",""
"web-app","install.dismiss","Dismiss","Descartar","","",""
"web-app","install.iosHint","Install: tap the Share icon, then “Add to Home Screen.”","Instalar: toca el icono de Compartir y luego “Añadir a la pantalla de inicio”.","","",""
"web-app","getApp.betaLineTop","Try the beta on","Prueba la beta en","","",""
"web-app","getApp.betaBrand","TestFlight","TestFlight","","",""
"web-app","getApp.betaAria","Join the 8nOut beta on TestFlight","Únete a la beta de 8nOut en TestFlight","","",""
"web-app","getApp.appStoreAria","Download 8nOut on the App Store","Descarga 8nOut en la App Store","","",""
"web-app","getApp.openWebApp","Open the web app","Abrir la app web","","",""
"web-app","getApp.installPwa","Install 8nOut","Instalar 8nOut","","",""
"web-app","getApp.qrHint","Scan to get it on your phone","Escanea para tenerla en tu móvil","","",""
"web-app","getApp.chipTitle","Get 8nOut on iPhone","Consigue 8nOut en iPhone","","",""
"web-app","getApp.chipSubBeta","One-tap invites & game alerts","Invitaciones y avisos de partida con un toque","","",""
"web-app","getApp.chipSubLaunch","Free on the App Store","Gratis en la App Store","","",""
"web-app","getApp.chipCta","Get","Consigue","","",""
"web-app","getApp.chipDismiss","Dismiss","Descartar","","",""
"web-app","map.allCountries","All countries","Todos los países","","",""
"web-app","map.allCities","All cities","Todas las ciudades","","",""
"web-app","map.viewClub","{name} — view club","{name} — ver club","","{name}",""
"web-app","map.letsConnect","Let's connect","Conectemos","","",""
"web-app","map.playersHere","Players here","Jugadores aquí","","",""
"web-app","map.rosterEmpty","Players who add this club appear here.","Aquí aparecen los jugadores que añaden este club.","","",""
"web-app","map.rosterFailed","Couldn't load who's here.","No se ha podido cargar quién está aquí.","","",""
"web-app","map.reportVenue","Report venue","Denunciar local","","",""
"web-app","map.venueReported","Thanks — we'll review this venue.","Gracias — revisaremos este local.","","",""
"web-app","connections.title","Connections","Conexiones","","",""
"web-app","connections.searchPlaceholder","Find players by name","Busca jugadores por nombre","","",""
"web-app","connections.connected","Connected","Conectado","","",""
"web-app","connections.requested","Requested","Solicitado","","",""
"web-app","connections.respond","Respond","Responder","","",""
"web-app","connections.requests","Requests","Solicitudes","","",""
"web-app","connections.connectedHeading","Connected","Conectados","","",""
"web-app","connections.empty","No connections yet. Find players on the map.","Aún no tienes conexiones. Busca jugadores en el mapa.","","",""
"web-app","connections.invite","Invite to play","Invitar a jugar","","",""
"web-app","connections.inviteTitle","Invite {name} to play","Invitar a {name} a jugar","","{name}",""
"web-app","connections.sendInvite","Send invite","Enviar invitación","","",""
"web-app","connections.inviteSent","Invite sent.","Invitación enviada.","","",""
"web-app","connections.requestSent","Request sent.","Solicitud enviada.","","",""
"web-app","connections.requestFailed","Couldn't send the request. Try again.","No se ha podido enviar la solicitud. Inténtalo de nuevo.","","",""
"web-app","connections.recordLabel","Record:","Historial:","","",""
"web-app","connections.h2h","Head-to-head with you","Enfrentamientos directos contigo","","",""
"web-app","connections.h2hSub","{count} {noun} · last played {date}","{count} {noun} · última el {date}","","{count}; {date}; {noun}",""
"web-app","connections.fargoLabel","Fargo Rating:","Fargo Rating:","","",""
"web-app","connections.verify","Verify","Verificar","","",""
"web-app","search.title","Find players","Buscar jugadores","","",""
"web-app","search.morePlayers","More players","Más jugadores","","",""
"web-app","search.noMatch","No players match ""{q}""","Ningún jugador coincide con ""{q}""","","{q}",""
"web-app","search.noMatchSub","Check the spelling, or invite them with your connect code.","Comprueba la ortografía, o invítalo con tu código de conexión.","","",""
"web-app","search.loadError","Couldn't load players","No se han podido cargar los jugadores","","",""
"web-app","search.loadErrorSub","Check your connection and try again.","Comprueba tu conexión e inténtalo de nuevo.","","",""
"web-app","search.showMyCode","Show my connect code","Mostrar mi código de conexión","","",""
"web-app","h2h.youLead","You lead {a}–{b}","Vas ganando {a}–{b}","","{a}; {b}",""
"web-app","h2h.theyLead","{name} leads {a}–{b}","{name} va ganando {a}–{b}","","{a}; {b}; {name}",""
"web-app","h2h.allSquare","All square, {a}–{b}","Empate, {a}–{b}","","{a}; {b}",""
"web-app","cuescore.viewProfile","View CueScore profile","Ver perfil de CueScore","","",""
"web-app","cuescore.heading","CueScore","CueScore","","",""
"web-app","cuescore.linkedCaption","Your CueScore profile is linked.","Tu perfil de CueScore está vinculado.","","",""
"web-app","cuescore.linkCaption","Link your CueScore profile to bring across your name and photo.","Vincula tu perfil de CueScore para importar tu nombre y tu foto.","","",""
"web-app","cuescore.unlink","Unlink CueScore profile","Desvincular perfil de CueScore","","",""
"web-app","cuescore.unlinkTitle","Unlink your CueScore profile?","¿Desvincular tu perfil de CueScore?","","",""
"web-app","cuescore.unlinkConfirm","Unlink","Desvincular","","",""
"web-app","cuescore.unlinkError","Couldn't unlink right now. Try again.","No se ha podido desvincular ahora mismo. Inténtalo de nuevo.","","",""
"web-app","cuescore.errorInvalidInput","That doesn't look like a CueScore player ID or profile link.","Eso no parece un ID de jugador ni un enlace de perfil de CueScore.","","",""
"web-app","cuescore.errorNotFound","No CueScore player found with that ID or profile link.","No se ha encontrado ningún jugador de CueScore con ese ID o enlace de perfil.","","",""
"web-app","cuescore.errorAlreadyLinked","That CueScore profile is already linked to another 8nOut account.","Ese perfil de CueScore ya está vinculado a otra cuenta de 8nOut.","","",""
"web-app","cuescore.errorFailed","Couldn't link right now. Try again.","No se ha podido vincular ahora mismo. Inténtalo de nuevo.","","",""
"web-app","plays.at","Plays at","Juega en","","",""
"web-app","contact.heading","Contact","Contacto","","",""
"web-app","contact.call","Call {phone}","Llamar a {phone}","","{phone}",""
"web-app","contact.onlyConnections","Only visible to accepted connections.","Solo visible para conexiones aceptadas.","","",""
"web-app","contact.phoneLabel","Phone","Teléfono","","",""
"web-app","contact.phoneHelp","For players who'd rather call or text. Shown only to accepted connections.","Para jugadores que prefieren llamar o escribir. Solo se muestra a conexiones aceptadas.","","",""
"web-app","contact.ownNumber","This is my own phone number","Este es mi propio número de teléfono","","",""
"web-app","contact.visibilityHelp","Visible only to players whose connection you've accepted — never on your public profile or the website.","Visible solo para jugadores cuya conexión hayas aceptado — nunca en tu perfil público ni en la web.","","",""
"web-app","contact.errSave","Couldn't save contact.","No se ha podido guardar el contacto.","","",""
"web-app","schedule.today","Today","Hoy","","",""
"web-app","schedule.now","Now","Ahora","","",""
"web-app","schedule.option1","Option 1","Opción 1","","",""
"web-app","schedule.option2","Option 2","Opción 2","","",""
"web-app","schedule.addSecond","+ Add a second option","+ Añadir una segunda opción","","",""
"web-app","schedule.place","Place","Lugar","","",""
"web-app","schedule.decideLater","Decide later","Decidir más tarde","","",""
"web-app","schedule.errPickTime","Pick at least one time.","Elige al menos una hora.","","",""
"web-app","challenges.title","Challenges","Desafíos","","",""
"web-app","challenges.needsResponse","Needs your response","Necesita tu respuesta","","",""
"web-app","challenges.pickTimeSuffix","— pick a time","— elige una hora","","",""
"web-app","challenges.acceptAt","Accept: {time}","Aceptar: {time}","","{time}",""
"web-app","challenges.suggestAnother","Suggest another time","Proponer otra hora","","",""
"web-app","challenges.waitingReply","Waiting for a reply","Esperando respuesta","","",""
"web-app","challenges.waitingFor","Waiting for {name} to reply","Esperando la respuesta de {name}","","{name}",""
"web-app","challenges.answered","Answered","Respondido","","",""
"web-app","challenges.resultPrompt","Did this game happen?","¿Se jugó esta partida?","","",""
"web-app","challenges.didntHappen","Didn't happen","No se jugó","","",""
"web-app","challenges.dismissBody","This deletes the game for both of you. Nothing is logged.","Esto elimina la partida para los dos. No se registra nada.","","",""
"web-app","challenges.dismissConfirm","Delete game","Eliminar partida","","",""
"web-app","challenges.withdraw","Withdraw invite","Retirar invitación","","",""
"web-app","challenges.status.accepted","Accepted","Aceptado","","",""
"web-app","challenges.status.declined","Declined","Rechazado","","",""
"web-app","challenges.status.expired","Expired","Caducado","","",""
"web-app","challenges.empty","No active challenges yet. Invite a connection to play.","Aún no tienes desafíos activos. Invita a una conexión a jugar.","","",""
"web-app","challenges.lastPlayed","Last played","Última partida","","",""
"web-app","challenges.addCalendar","Add to calendar","Añadir al calendario","","",""
"web-app","challenges.googleCalendar","Google Calendar","Google Calendar","","",""
"web-app","challenges.counterTitle","Suggest another time to {name}","Proponer otra hora a {name}","","{name}",""
"web-app","challenges.send","Send","Enviar","","",""
"web-app","challenges.hide","Hide invite","Ocultar invitación","","",""
"web-app","challenges.unhide","Unhide","Dejar de ocultar","","",""
"web-app","challenges.hiddenCount","Hidden ({count})","Ocultas ({count})","","{count}",""
"web-app","challenges.hiddenNote","A hidden invite disappears on its own after a few days.","Una invitación oculta desaparece por sí sola al cabo de unos días.","","",""
"web-app","record.heading","Record","Historial","","",""
"web-app","record.recordLabel","Record","Historial","","",""
"web-app","record.showLess","Show less","Mostrar menos","","",""
"web-app","record.seeAll","See all →","Ver todo →","","",""
"web-app","record.form","Form","Forma","","",""
"web-app","record.last5","Last 5","Últimas 5","","",""
"web-app","record.winRate","Win rate","Porcentaje de victorias","","",""
"web-app","record.winRateAria","Win rate {pct} percent","Porcentaje de victorias: {pct} por ciento","","{pct}",""
"web-app","record.formAria","Last {count}, oldest to newest: {list}","Últimas {count}, de más antigua a más reciente: {list}","","{count}; {list}",""
"web-app","record.matchCountFull.one","1 match","1 partida","","",""
"web-app","record.matchCountFull.other","{count} matches","{count} partidas","","{count}",""
"web-app","record.wonLast","Won your last {count}","Ganaste tus últimas {count}","","{count}",""
"web-app","record.lastPlayed","Last played {date}","Última partida el {date}","","{date}",""
"web-app","record.lastPlayedSep"," · last played {date}"," · última partida el {date}","","{date}",""
"web-app","record.viaCueScore","via CueScore","vía CueScore","","",""
"web-app","record.youWon","You won","Ganaste","","",""
"web-app","record.youLost","You lost","Perdiste","","",""
"web-app","record.oppWon","{name} won","{name} ganó","","{name}",""
"web-app","record.logResult","Log result","Registrar resultado","","",""
"web-app","record.whoWon","Who won?","¿Quién ganó?","","",""
"web-app","record.yourScore","Your score (optional)","Tu marcador (opcional)","","",""
"web-app","record.oppScore","{name}'s score","Marcador de {name}","","{name}",""
"web-app","record.importTitle","Import a CueScore match","Importar una partida de CueScore","","",""
"web-app","record.matchImported","Match imported","Partida importada","","",""
"web-app","record.matchLinkLabel","CueScore match link","Enlace de la partida en CueScore","","",""
"web-app","record.matchLinkPlaceholder","…/match/?matchId=…","…/match/?matchId=…","","",""
"web-app","record.lookingUp","Looking up…","Buscando…","","",""
"web-app","record.lookUp","Look up match","Buscar partida","","",""
"web-app","record.notYourMatch","This match isn't linked to your CueScore profile — you can only import your own matches.","Esta partida no está vinculada a tu perfil de CueScore — solo puedes importar tus propias partidas.","","",""
"web-app","record.vsPrefix","vs","vs","","",""
"web-app","record.tableLabel","Table","Mesa","","",""
"web-app","record.notFinished","This match isn't finished yet — finish it on CueScore first.","Esta partida aún no ha terminado — termínala primero en CueScore.","","",""
"web-app","record.importing","Importing…","Importando…","","",""
"web-app","record.importThis","Import this match","Importar esta partida","","",""
"web-app","record.errNotFound","Couldn't find that match.","No se ha encontrado esa partida.","","",""
"web-app","record.errImport","Couldn't import that match.","No se ha podido importar esa partida.","","",""
"web-app","record.startsHere","Your record starts here","Tu historial empieza aquí","","",""
"web-app","record.emptyLinked","Import a finished CueScore match — every game counts, win or lose.","Importa una partida terminada de CueScore — cada partida cuenta, ganes o pierdas.","","",""
"web-app","record.emptyUnlinked","Link your CueScore profile to import your match results — every game counts, win or lose.","Vincula tu perfil de CueScore para importar tus resultados — cada partida cuenta, ganes o pierdas.","","",""
"web-app","record.importCta","Import a CueScore match","Importar una partida de CueScore","","",""
"web-app","record.linkCta","Link CueScore to import results","Vincula CueScore para importar resultados","","",""
"web-app","record.howItWorks","How importing works","Cómo funciona la importación","","",""
"web-app","record.howTitle","How importing works","Cómo funciona la importación","","",""
"web-app","record.howStep1","Finish your match on CueScore.","Termina tu partida en CueScore.","","",""
"web-app","record.howStep2","Open the match and copy its link.","Abre la partida y copia su enlace.","","",""
"web-app","record.howStep3","Paste it here — 8nOut reads the final score and adds it to your record, win or lose.","Pégalo aquí — 8nOut lee el resultado final y lo añade a tu historial, ganes o pierdas.","","",""
"web-app","record.howFootnote","The opponent doesn't need to be on 8nOut. If they are, the match shows on their record too.","El rival no necesita estar en 8nOut. Si lo está, la partida también aparecerá en su historial.","","",""
"web-app","discipline.onePocket","One Pocket","One Pocket","","",""
"web-app","scoreboard.entry.challenge","Start scoreboard","Iniciar marcador","","",""
"web-app","scoreboard.entry.logAlt","Already played? Log result","¿Ya habéis jugado? Registrar resultado","","",""
"web-app","scoreboard.entry.connection","Start a live scoreboard","Iniciar un marcador en directo","","",""
"web-app","scoreboard.entry.connectionNote","Play right now, no scheduled challenge needed.","Jugad ahora mismo, sin necesidad de programar un desafío.","","",""
"web-app","scoreboard.entry.rejoinChallenge","Rejoin scoreboard","Volver al marcador","","",""
"web-app","scoreboard.entry.rejoinConnection","Rejoin the live scoreboard","Volver al marcador en directo","","",""
"web-app","scoreboard.entry.rejoinNote","{name} already started one.","{name} ya ha iniciado uno.","","{name}",""
"web-app","scoreboard.create.title","New scoreboard","Nuevo marcador","","",""
"web-app","scoreboard.create.raceTo","Race to {n}","Carrera a {n}","","{n}",""
"web-app","scoreboard.create.raceTo.hint","1–200","1–200","","",""
"web-app","scoreboard.create.break","Break","Salida","","",""
"web-app","scoreboard.create.alternate","Alternate","Alternar","","",""
"web-app","scoreboard.create.winnerBreaks","Winner breaks","Sale el ganador","","",""
"web-app","scoreboard.create.firstBreaker","Who breaks first","Quién sale primero","","",""
"web-app","scoreboard.create.whoBreaks.hint","Tap a name to start the match.","Toca un nombre para empezar la partida.","","",""
"web-app","scoreboard.create.you","You","Tú","","",""
"web-app","scoreboard.create.venue","Venue","Local","","",""
"web-app","scoreboard.create.venue.none","No venue","Sin local","","",""
"web-app","scoreboard.create.venue.emptyHint","No clubs saved yet — add one from your Profile","Aún no has guardado ningún club — añade uno desde tu Perfil","","",""
"web-app","scoreboard.create.table","Table number (optional)","Número de mesa (opcional)","","",""
"web-app","scoreboard.create.start","Start","Empezar","","",""
"web-app","scoreboard.flip","Flip for me","Lanzar la moneda","","",""
"web-app","scoreboard.create.flip","Flip for me — starts the match","Lanzar la moneda — empieza la partida","","",""
"web-app","scoreboard.create.breaker.a11y.self","Start the match with you breaking first","Empezar la partida saliendo tú primero","","",""
"web-app","scoreboard.create.breaker.a11y.opponent","Start the match with {name} breaking first","Empezar la partida saliendo {name} primero","","{name}",""
"web-app","scoreboard.create.breaker.a11y.flip","Flip a coin to decide who breaks, and start the match","Lanzar una moneda para decidir quién sale, y empezar la partida","","",""
"web-app","scoreboard.status.pending","Pending","Pendiente","","",""
"web-app","scoreboard.status.live","Live","En directo","","",""
"web-app","scoreboard.rackOf","Rack {n} of race to {raceTo}","Rack {n} de la carrera a {raceTo}","","{n}; {raceTo}",""
"web-app","scoreboard.setScore.a11y.lead","You lead {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.trail","You trail {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.tie","You're tied {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.rotatePrompt","Rotate for a bigger scoreboard","Gira la pantalla para un marcador más grande","","",""
"web-app","scoreboard.rotatePrompt.dismiss","Dismiss rotate suggestion","Descartar sugerencia de giro","","",""
"web-app","scoreboard.racksChip","Racks {n}","Racks {n}","","{n}",""
"web-app","scoreboard.onTable","on the table","en la mesa","","",""
"web-app","scoreboard.toWinRack","of {target} to win rack","de {target} para ganar el rack","","{target}",""
"web-app","scoreboard.breaking","Breaking","Sale","","",""
"web-app","scoreboard.action.undo","Undo","Deshacer","","",""
"web-app","scoreboard.action.switch","Switch","Cambiar","","",""
"web-app","scoreboard.action.point","Point","Punto","","",""
"web-app","scoreboard.action.oppPoint","Opp. pt","Punto rival","","",""
"web-app","scoreboard.action.foul","Foul","Falta","","",""
"web-app","scoreboard.timeout","Timeout","Tiempo","","",""
"web-app","scoreboard.timeout.remaining","Timeout — {time} remaining","Tiempo — quedan {time}","","{time}",""
"web-app","scoreboard.timeout.over","Timeout — {time} over","Tiempo — {time} de más","","{time}",""
"web-app","scoreboard.resume","Resume","Reanudar","","",""
"web-app","scoreboard.finishMatch","Finish match","Terminar partida","","",""
"web-app","scoreboard.watching","{name} is keeping score — watching live","{name} está llevando el marcador — viendo en directo","","{name}",""
"web-app","scoreboard.finish.title","Confirm final result","Confirmar resultado final","","",""
"web-app","scoreboard.finish.confirm","Make sure this is right before finishing.","Asegúrate de que esto es correcto antes de terminar.","","",""
"web-app","scoreboard.finish.continuePlaying","Continue playing","Seguir jugando","","",""
"web-app","scoreboard.recorded.self","Recorded by you","Registrado por ti","","",""
"web-app","scoreboard.recorded.other","Recorded by {name}","Registrado por {name}","","{name}",""
"web-app","scoreboard.correct.self","Edit result","Editar resultado","","",""
"web-app","scoreboard.correct.other","Doesn't look right? Message {name}","¿No es correcto? Escribe a {name}","","{name}",""
"web-app","scoreboard.expired.title","This match wasn't finished","Esta partida no se terminó","","",""
"web-app","scoreboard.expired.body","No score was recorded before this session timed out. Nothing was saved to your record.","No se registró ningún resultado antes de que expirara la sesión. No se ha guardado nada en tu historial.","","",""
"web-app","scoreboard.expired.startNew","Start a new scoreboard","Iniciar un nuevo marcador","","",""
"web-app","scoreboard.expired.logManually","Log the result manually","Registrar el resultado manualmente","","",""
"web-app","scoreboard.stat.racksWon","Racks won","Racks ganados","","",""
"web-app","scoreboard.stat.winPct","Win %","% victorias","","",""
"web-app","scoreboard.stat.avgRack","Avg rack time","Tiempo medio por rack","","",""
"web-app","scoreboard.stat.breakWins","Break-and-wins","Victorias de salida","","",""
"web-app","scoreboard.stat.racksStolen","Racks stolen","Racks robados","","",""
"web-app","scoreboard.stat.timeouts","Timeouts","Tiempos","","",""
"web-app","scoreboard.won","Won","Ganada","","",""
"web-app","scoreboard.lost","Lost","Perdida","","",""
"web-app","scoreboard.vsRaceTo","vs. {name} · One Pocket · race to {raceTo}","vs. {name} · One Pocket · carrera a {raceTo}","","{name}; {raceTo}",""
"web-app","scoreboard.brokeRack","{name} broke","Salió {name}","","{name}",""
"web-app","scoreboard.close","Close","Cerrar","","",""
"web-app","scoreboard.errorGeneric","Couldn't do that right now. Try again.","Ahora mismo no se ha podido hacer. Inténtalo de nuevo.","","",""
"web-app","scoreboard.messageThreadReady","Opened your conversation — check the Chat tab to continue it.","Se ha abierto tu conversación — consulta la pestaña Chat para continuarla.","","",""
"web-app","scoreboard.postMatch.kicker","Match finished","","","",""
"web-app","scoreboard.postMatch.end","End","","","",""
"web-app","scoreboard.postMatch.startNewMatch","Start new match","","","",""
"web-app","scoreboard.postMatch.startNewMatch.a11y","Start a new match against {name}","","","{name}",""
"web-app","scoreboard.postMatch.spectatorNote","{name} kept score for this match","","","{name}",""
"web-app","scoreboard.postMatch.back","Back","","","",""
"web-app","profile.title","Profile","Perfil","","",""
"web-app","profile.loading","Loading profile…","Cargando perfil…","","",""
"web-app","profile.changePhoto","Change photo","Cambiar foto","","",""
"web-app","profile.openToPlay","Open to play","Abierto a jugar","","",""
"web-app","profile.notOpenNow","Not open right now","No disponible ahora","","",""
"web-app","profile.connectNote","Connecting is how you swap contact details.","Conectar es la forma de intercambiar datos de contacto.","","",""
"web-app","profile.respondNote","{name} asked to connect with you.","{name} te ha pedido conectar.","","{name}",""
"web-app","profile.bio","Bio","Bio","","",""
"web-app","profile.bioEmpty","Add a short bio and your home town.","Añade una breve bio y tu ciudad.","","",""
"web-app","profile.fargoRating","Fargo Rating","Fargo Rating","","",""
"web-app","profile.ratingSelfReported","{rating} · self-reported","{rating} · autodeclarado","","{rating}",""
"web-app","profile.notSet","Not set","Sin definir","","",""
"web-app","profile.clubsUpTo3","Up to 3 clubs.","Hasta 3 clubes.","","",""
"web-app","profile.miniUnavailable","This player's profile isn't available.","El perfil de este jugador no está disponible.","","",""
"web-app","clubs.heading","Clubs","Clubes","","",""
"web-app","clubs.none","No clubs yet.","Aún no tienes clubes.","","",""
"web-app","clubs.add","+ Add a club","+ Añadir un club","","",""
"web-app","clubs.addTitle","Add a club","Añadir un club","","",""
"web-app","clubs.searchLabel","Search pool rooms","Buscar salas de billar","","",""
"web-app","clubs.searchPlaceholder","Club name","Nombre del club","","",""
"web-app","clubs.noMatch","No matching clubs.","No hay clubes que coincidan.","","",""
"web-app","clubs.cantFind","Can't find it? Add a new venue","¿No lo encuentras? Añade un local nuevo","","",""
"web-app","clubs.newTitle","New venue","Local nuevo","","",""
"web-app","clubs.nameLabel","Name","Nombre","","",""
"web-app","clubs.addressLabel","Address","Dirección","","",""
"web-app","clubs.addressPlaceholder","Street, city, country","Calle, ciudad, país","","",""
"web-app","clubs.submitForReview","Submit for review","Enviar para revisión","","",""
"web-app","clubs.submitting","Checking the address…","Comprobando la dirección…","","",""
"web-app","clubs.submitAnyway","None of these — submit anyway","Ninguno de estos — enviar de todas formas","","",""
"web-app","clubs.didYouMean","Did you mean?","¿Quisiste decir?","","",""
"web-app","clubs.suggest.title","Already on 8nOut?","¿Ya está en 8nOut?","","",""
"web-app","clubs.suggest.hint","Pick your club and it's added straight away — only a new venue needs review.","Elige tu club y se añade al momento — solo un local nuevo pasa por revisión.","","",""
"web-app","clubs.backToSearch","Back to search","Volver a la búsqueda","","",""
"web-app","clubs.submittedPending","Submitted for review — it appears on the map once approved.","Enviado para revisión — aparecerá en el mapa en cuanto se apruebe.","","",""
"web-app","clubs.placedIn","Placed in {city}, {country}","Ubicado en {city}, {country}","","{city}; {country}",""
"web-app","clubs.pendingReview","Pending review","Pendiente de revisión","","",""
"web-app","clubs.rejected","Not approved","No aprobado","","",""
"web-app","clubs.rejectedReason","Not approved — {reason}","No aprobado — {reason}","","{reason}",""
"web-app","clubs.err.geocoderUnavailable","Couldn't reach the address lookup right now — try again shortly.","No se ha podido acceder a la búsqueda de direcciones ahora mismo — inténtalo de nuevo en breve.","","",""
