"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","home.getAppSub","Connect with players near you, set up a game, and track your record.","","","",""
"web-app","home.privacy","Privacy","Privacy","","",""
"web-app","home.legalContact","Legal contact","","","",""
"web-app","home.blog","Blog","Blog","","",""
"web-app","legal.contactPoints","Legal contact points","","","",""
"web-app","home.mapData","Map data ©","Kaartgegevens ©","","",""
"web-app","home.osm","OpenStreetMap","OpenStreetMap","","",""
"web-app","home.contributors","contributors","bijdragers","","",""
"web-app","home.followFacebook","8nOut on Facebook","8nOut op Facebook","","",""
"web-app","home.followYouTube","8nOut on YouTube","8nOut op YouTube","","",""
"web-app","venueMap.loading","Loading clubs…","Clubs laden…","","",""
"web-app","venueMap.error","Couldn't load the club map right now — try again in a bit.","Kan de clubkaart nu niet laden — probeer het zo opnieuw.","","",""
"web-app","venueMap.poolClub","Pool club","Poolclub","","",""
"web-app","venueMap.resetView","Reset map view","Kaartweergave resetten","","",""
"web-app","signin.heading","Find and challenge One Pocket players near you.","Vind One Pocket-spelers bij jou in de buurt en daag ze uit.","","",""
"web-app","signin.google","Continue with Google","Doorgaan met Google","","",""
"web-app","signin.apple","Continue with Apple","Doorgaan met Apple","","",""
"web-app","signin.email","Continue with email","","","",""
"web-app","signin.emailHeading","Sign in with email","","","",""
"web-app","legalGate.title","One more thing","Nog één ding","","",""
"web-app","legalGate.body","We've updated our Terms of Service and Privacy Policy. Please review and agree to continue using 8nOut.","We hebben onze Servicevoorwaarden en ons Privacybeleid bijgewerkt. Bekijk ze en ga akkoord om 8nOut te blijven gebruiken.","","",""
"web-app","legalGate.saving","Saving…","Opslaan…","","",""
"web-app","legalGate.agree","Agree and continue","Akkoord en doorgaan","","",""
"web-app","legalGate.errSave","Couldn't save your agreement. Please try again.","Kan je akkoord niet opslaan. Probeer het opnieuw.","","",""
"web-app","legalGate.errVerify","Couldn't verify your agreement. Please try again.","Kan je akkoord niet verifiëren. Probeer het opnieuw.","","",""
"web-app","legalGate.errGeneric","Something went wrong recording your agreement. Please try again.","Er ging iets mis bij het vastleggen van je akkoord. Probeer het opnieuw.","","",""
"web-app","emailSignIn.nameLabel","Name","","","",""
"web-app","emailSignIn.namePlaceholder","Your name","","","",""
"web-app","emailSignIn.emailLabel","Email","","","",""
"web-app","emailSignIn.emailPlaceholder","you@example.com","","","",""
"web-app","emailSignIn.note","We'll email you a one-time code — no password to set or remember.","","","",""
"web-app","emailSignIn.cta","Send code","","","",""
"web-app","emailSignIn.badFormat","That doesn't look like a valid email address.","","","",""
"web-app","emailSignIn.sendFailed","Couldn't send your code. Check your connection and try again.","","","",""
"web-app","emailSignIn.errSecurityCheck","We couldn't complete a quick security check. Nothing you did wrong — try again in a moment.","","","",""
"web-app","otp.instruction","Enter the code we sent to {email}","","","{email}",""
"web-app","otp.cta","Continue","","","",""
"web-app","otp.verifying","Verifying…","","","",""
"web-app","otp.resend","Resend code","","","",""
"web-app","otp.resendCooldown","Resend code in {seconds}s","","","{seconds}",""
"web-app","otp.err.invalid","That code doesn't match. Check the 6 digits and try again.","","","",""
"web-app","otp.err.expired","That code has expired. Request a new one below.","","","",""
"web-app","otp.err.rateLimited","You've tried too many times. Wait a few minutes, then try again.","","","",""
"web-app","otp.err.verifyFailed","Something went wrong. Try again.","","","",""
"web-app","signupFloor.title","Nothing to fill in here","","","",""
"web-app","signupFloor.body","Tap Finish later below, or sign out and back in — either way, you'll pick up right where you left off.","","","",""
"web-app","onboarding.title","Welcome — link your CueScore profile","Welkom — koppel je CueScore-profiel","","",""
"web-app","onboarding.body","Pull in your name and photo so other One Pocket players recognise you. You can always do this later in Profile.","Haal je naam en foto op zodat andere One Pocket-spelers je herkennen. Je kunt dit ook later doen in je profiel.","","",""
"web-app","onboarding.field","CueScore player ID or profile link","CueScore-speler-ID of profiellink","","",""
"web-app","onboarding.placeholder","1161837 or cuescore.com/player/…","1161837 of cuescore.com/player/…","","",""
"web-app","onboarding.skip","Skip for now","Nu overslaan","","",""
"web-app","onboarding.linking","Linking…","Koppelen…","","",""
"web-app","onboarding.link","Link CueScore","CueScore koppelen","","",""
"web-app","install.cta","Install 8nOut for one-tap access","Installeer 8nOut voor toegang met één tik","","",""
"web-app","install.add","Add to Home Screen","Zet op beginscherm","","",""
"web-app","install.dismiss","Dismiss","Niet nu","","",""
"web-app","install.iosHint","Install: tap the Share icon, then “Add to Home Screen.”","Installeren: tik op het deel-icoon en dan op 'Zet op beginscherm'.","","",""
"web-app","getApp.betaLineTop","Try the beta on","","","",""
"web-app","getApp.betaBrand","TestFlight","","","",""
"web-app","getApp.betaAria","Join the 8nOut beta on TestFlight","","","",""
"web-app","getApp.appStoreAria","Download 8nOut on the App Store","","","",""
"web-app","getApp.openWebApp","Open the web app","","","",""
"web-app","getApp.installPwa","Install 8nOut","","","",""
"web-app","getApp.qrHint","Scan to get it on your phone","","","",""
"web-app","getApp.chipTitle","Get 8nOut on iPhone","","","",""
"web-app","getApp.chipSubBeta","One-tap invites & game alerts","","","",""
"web-app","getApp.chipSubLaunch","Free on the App Store","","","",""
"web-app","getApp.chipCta","Get","","","",""
"web-app","getApp.chipDismiss","Dismiss","","","",""
"web-app","getApp.betaOptIn","Join the TestFlight beta","","","",""
"web-app","map.allCountries","All countries","Alle landen","","",""
"web-app","map.allCities","All cities","Alle steden","","",""
"web-app","map.viewClub","{name} — view club","{name} — club bekijken","","{name}",""
"web-app","map.letsConnect","Let's connect","Laten we verbinden","","",""
"web-app","map.playersHere","Players here","Spelers hier","","",""
"web-app","map.rosterEmpty","Players who add this club appear here.","Spelers die deze club toevoegen, verschijnen hier.","","",""
"web-app","map.rosterFailed","Couldn't load who's here.","","","",""
"web-app","map.reportVenue","Report venue","","","",""
"web-app","map.venueReported","Thanks — we'll review this venue.","","","",""
"web-app","connections.title","Connections","Connecties","","",""
"web-app","connections.searchPlaceholder","Find players by name","Zoek spelers op naam","","",""
"web-app","connections.connected","Connected","Verbonden","","",""
"web-app","connections.requested","Requested","Aangevraagd","","",""
"web-app","connections.respond","Respond","Reageren","","",""
"web-app","connections.requests","Requests","Verzoeken","","",""
"web-app","connections.connectedHeading","Connected","Verbonden","","",""
"web-app","connections.empty","No connections yet. Find players on the map.","Nog geen connecties. Vind spelers op de kaart.","","",""
"web-app","connections.invite","Invite to play","Uitnodigen voor een partij","","",""
"web-app","connections.inviteTitle","Invite {name} to play","{name} uitnodigen voor een partij","","{name}",""
"web-app","connections.sendInvite","Send invite","Uitnodiging versturen","","",""
"web-app","connections.inviteSent","Invite sent.","Uitnodiging verstuurd.","","",""
"web-app","connections.requestSent","Request sent.","Verzoek verstuurd.","","",""
"web-app","connections.requestFailed","Couldn't send the request. Try again.","","","",""
"web-app","connections.recordLabel","Record:","Statistiek:","","",""
"web-app","connections.h2h","Head-to-head with you","Onderling tegen jou","","",""
"web-app","connections.h2hSub","{count} {noun} · last played {date}","{count} {noun} · laatst gespeeld {date}","","{count}; {date}; {noun}",""
"web-app","connections.fargoLabel","Fargo Rating:","Fargo Rating:","","",""
"web-app","connections.verify","Verify","Verifiëren","","",""
"web-app","search.title","Find players","Spelers vinden","","",""
"web-app","search.morePlayers","More players","Meer spelers","","",""
"web-app","search.noMatch","No players match ""{q}""","Geen spelers gevonden voor ""{q}""","","{q}",""
"web-app","search.noMatchSub","Check the spelling, or invite them with your connect code.","Controleer de spelling, of nodig ze uit met je connectiecode.","","",""
"web-app","search.loadError","Couldn't load players","Kan spelers niet laden","","",""
"web-app","search.loadErrorSub","Check your connection and try again.","Controleer je internetverbinding en probeer het opnieuw.","","",""
"web-app","search.showMyCode","Show my connect code","Mijn connectiecode tonen","","",""
"web-app","h2h.youLead","You lead {a}–{b}","Jij leidt {a}–{b}","","{a}; {b}",""
"web-app","h2h.theyLead","{name} leads {a}–{b}","{name} leidt {a}–{b}","","{a}; {b}; {name}",""
"web-app","h2h.allSquare","All square, {a}–{b}","Gelijk, {a}–{b}","","{a}; {b}",""
"web-app","cuescore.viewProfile","View CueScore profile","CueScore-profiel bekijken","","",""
"web-app","cuescore.heading","CueScore","CueScore","","",""
"web-app","cuescore.linkedCaption","Your CueScore profile is linked.","Je CueScore-profiel is gekoppeld.","","",""
"web-app","cuescore.linkCaption","Link your CueScore profile to bring across your name and photo.","Koppel je CueScore-profiel om je naam en foto over te nemen.","","",""
"web-app","cuescore.unlink","Unlink CueScore profile","CueScore-profiel ontkoppelen","","",""
"web-app","cuescore.unlinkTitle","Unlink your CueScore profile?","Je CueScore-profiel ontkoppelen?","","",""
"web-app","cuescore.unlinkConfirm","Unlink","Ontkoppelen","","",""
"web-app","cuescore.unlinkError","Couldn't unlink right now. Try again.","Ontkoppelen lukte nu even niet. Probeer het opnieuw.","","",""
"web-app","cuescore.errorInvalidInput","That doesn't look like a CueScore player ID or profile link.","Dat lijkt niet op een CueScore-speler-ID of profiellink.","","",""
"web-app","cuescore.errorNotFound","No CueScore player found with that ID or profile link.","Geen CueScore-speler gevonden met dat ID of die profiellink.","","",""
"web-app","cuescore.errorAlreadyLinked","That CueScore profile is already linked to another 8nOut account.","Dit CueScore-profiel is al gekoppeld aan een ander 8nOut-account.","","",""
"web-app","cuescore.errorFailed","Couldn't link right now. Try again.","Koppelen lukte nu even niet. Probeer het opnieuw.","","",""
"web-app","plays.at","Plays at","Speelt bij","","",""
"web-app","contact.heading","Contact","Contact","","",""
"web-app","contact.call","Call {phone}","Bel {phone}","","{phone}",""
"web-app","contact.onlyConnections","Only visible to accepted connections.","Alleen zichtbaar voor geaccepteerde connecties.","","",""
"web-app","contact.phoneLabel","Phone","Telefoon","","",""
"web-app","contact.phoneHelp","For players who'd rather call or text. Shown only to accepted connections.","Voor spelers die liever bellen of appen. Alleen zichtbaar voor geaccepteerde connecties.","","",""
"web-app","contact.ownNumber","This is my own phone number","Dit is mijn eigen telefoonnummer","","",""
"web-app","contact.visibilityHelp","Visible only to players whose connection you've accepted — never on your public profile or the website.","Alleen zichtbaar voor spelers van wie je de connectie hebt geaccepteerd — nooit op je openbare profiel of de website.","","",""
"web-app","contact.errSave","Couldn't save contact.","Kan contactgegevens niet opslaan.","","",""
"web-app","schedule.today","Today","Vandaag","","",""
"web-app","schedule.now","Now","Nu","","",""
"web-app","schedule.option1","Option 1","Optie 1","","",""
"web-app","schedule.option2","Option 2","Optie 2","","",""
"web-app","schedule.addSecond","+ Add a second option","+ Tweede optie toevoegen","","",""
"web-app","schedule.place","Place","Plek","","",""
"web-app","schedule.decideLater","Decide later","Later beslissen","","",""
"web-app","schedule.errPickTime","Pick at least one time.","Kies minstens één tijd.","","",""
"web-app","challenges.title","Challenges","Uitdagingen","","",""
"web-app","challenges.needsResponse","Needs your response","Wacht op je reactie","","",""
"web-app","challenges.pickTimeSuffix","— pick a time","— kies een tijd","","",""
"web-app","challenges.acceptAt","Accept: {time}","Accepteren: {time}","","{time}",""
"web-app","challenges.suggestAnother","Suggest another time","Andere tijd voorstellen","","",""
"web-app","challenges.waitingReply","Waiting for a reply","Wachten op antwoord","","",""
"web-app","challenges.waitingFor","Waiting for {name} to reply","Wachten tot {name} reageert","","{name}",""
"web-app","challenges.answered","Answered","Beantwoord","","",""
"web-app","challenges.resultPrompt","Did this game happen?","Is deze partij doorgegaan?","","",""
"web-app","challenges.didntHappen","Didn't happen","Niet doorgegaan","","",""
"web-app","challenges.dismissBody","This deletes the game for both of you. Nothing is logged.","Dit verwijdert de partij voor jullie allebei. Er wordt niets vastgelegd.","","",""
"web-app","challenges.dismissConfirm","Delete game","Partij verwijderen","","",""
"web-app","challenges.withdraw","Withdraw invite","Uitnodiging intrekken","","",""
"web-app","challenges.status.accepted","Accepted","Geaccepteerd","","",""
"web-app","challenges.status.declined","Declined","Afgewezen","","",""
"web-app","challenges.status.expired","Expired","Verlopen","","",""
"web-app","challenges.empty","No active challenges yet. Invite a connection to play.","Nog geen actieve uitdagingen. Nodig een connectie uit voor een partij.","","",""
"web-app","challenges.lastPlayed","Last played","Laatst gespeeld","","",""
"web-app","challenges.addCalendar","Add to calendar","Aan agenda toevoegen","","",""
"web-app","challenges.googleCalendar","Google Calendar","Google Agenda","","",""
"web-app","challenges.counterTitle","Suggest another time to {name}","Stel {name} een andere tijd voor","","{name}",""
"web-app","challenges.send","Send","Versturen","","",""
"web-app","challenges.hide","Hide invite","Uitnodiging verbergen","","",""
"web-app","challenges.unhide","Unhide","Weer tonen","","",""
"web-app","challenges.hiddenCount","Hidden ({count})","Verborgen ({count})","","{count}",""
"web-app","challenges.hiddenNote","A hidden invite disappears on its own after a few days.","Een verborgen uitnodiging verdwijnt vanzelf na een paar dagen.","","",""
"web-app","record.heading","Record","Statistiek","","",""
"web-app","record.recordLabel","Record","Statistiek","","",""
"web-app","record.showLess","Show less","Minder tonen","","",""
"web-app","record.seeAll","See all →","Alles bekijken →","","",""
"web-app","record.form","Form","Vorm","","",""
"web-app","record.last5","Last 5","Laatste 5","","",""
"web-app","record.winRate","Win rate","Winstpercentage","","",""
"web-app","record.winRateAria","Win rate {pct} percent","Winstpercentage {pct} procent","","{pct}",""
"web-app","record.formAria","Last {count}, oldest to newest: {list}","Laatste {count}, oud naar nieuw: {list}","","{count}; {list}",""
"web-app","record.matchCountFull.one","1 match","1 partij","","",""
"web-app","record.matchCountFull.other","{count} matches","{count} partijen","","{count}",""
"web-app","record.wonLast","Won your last {count}","Je laatste {count} gewonnen","","{count}",""
"web-app","record.lastPlayed","Last played {date}","Laatst gespeeld {date}","","{date}",""
"web-app","record.lastPlayedSep"," · last played {date}"," · laatst gespeeld {date}","","{date}",""
"web-app","record.viaCueScore","via CueScore","via CueScore","","",""
"web-app","record.youWon","You won","Jij won","","",""
"web-app","record.youLost","You lost","Jij verloor","","",""
"web-app","record.oppWon","{name} won","{name} won","","{name}",""
"web-app","record.logResult","Log result","Resultaat vastleggen","","",""
"web-app","record.whoWon","Who won?","Wie won?","","",""
"web-app","record.yourScore","Your score (optional)","Jouw score (optioneel)","","",""
"web-app","record.oppScore","{name}'s score","Score van {name}","","{name}",""
"web-app","record.importTitle","Import a CueScore match","CueScore-partij importeren","","",""
"web-app","record.matchImported","Match imported","Partij geïmporteerd","","",""
"web-app","record.matchLinkLabel","CueScore match link","CueScore-partijlink","","",""
"web-app","record.matchLinkPlaceholder","…/match/?matchId=…","…/match/?matchId=…","","",""
"web-app","record.lookingUp","Looking up…","Opzoeken…","","",""
"web-app","record.lookUp","Look up match","Partij opzoeken","","",""
"web-app","record.notYourMatch","This match isn't linked to your CueScore profile — you can only import your own matches.","Deze partij is niet gekoppeld aan je CueScore-profiel — je kunt alleen je eigen partijen importeren.","","",""
"web-app","record.vsPrefix","vs","tegen","","",""
"web-app","record.tableLabel","Table","Tafel","","",""
"web-app","record.notFinished","This match isn't finished yet — finish it on CueScore first.","Deze partij is nog niet afgelopen — rond hem eerst af op CueScore.","","",""
"web-app","record.importing","Importing…","Importeren…","","",""
"web-app","record.importThis","Import this match","Deze partij importeren","","",""
"web-app","record.errNotFound","Couldn't find that match.","Kan die partij niet vinden.","","",""
"web-app","record.errImport","Couldn't import that match.","Kan die partij niet importeren.","","",""
"web-app","record.startsHere","Your record starts here","Je statistiek begint hier","","",""
"web-app","record.emptyLinked","Import a finished CueScore match — every game counts, win or lose.","Importeer een afgeronde CueScore-partij — elke partij telt, of je nu wint of verliest.","","",""
"web-app","record.emptyUnlinked","Link your CueScore profile to import your match results — every game counts, win or lose.","Koppel je CueScore-profiel om je resultaten te importeren — elke partij telt, of je nu wint of verliest.","","",""
"web-app","record.importCta","Import a CueScore match","CueScore-partij importeren","","",""
"web-app","record.linkCta","Link CueScore to import results","CueScore koppelen om resultaten te importeren","","",""
"web-app","record.howItWorks","How importing works","Hoe importeren werkt","","",""
"web-app","record.howTitle","How importing works","Hoe importeren werkt","","",""
"web-app","record.howStep1","Finish your match on CueScore.","Rond je partij af op CueScore.","","",""
"web-app","record.howStep2","Open the match and copy its link.","Open de partij en kopieer de link.","","",""
"web-app","record.howStep3","Paste it here — 8nOut reads the final score and adds it to your record, win or lose.","Plak hem hier — 8nOut leest de eindstand en voegt hem toe aan je statistiek, of je nu wint of verliest.","","",""
"web-app","record.howFootnote","The opponent doesn't need to be on 8nOut. If they are, the match shows on their record too.","Je tegenstander hoeft niet op 8nOut te zitten. Zit hij er wel op, dan verschijnt de partij ook in zijn statistiek.","","",""
"web-app","discipline.onePocket","One Pocket","One Pocket","","",""
"web-app","scoreboard.entry.challenge","Start scoreboard","","","",""
"web-app","scoreboard.entry.logAlt","Already played? Log result","","","",""
"web-app","scoreboard.entry.connection","Start a live scoreboard","","","",""
"web-app","scoreboard.entry.connectionNote","Play right now, no scheduled challenge needed.","","","",""
"web-app","scoreboard.entry.rejoinChallenge","Rejoin scoreboard","","","",""
"web-app","scoreboard.entry.rejoinConnection","Rejoin the live scoreboard","","","",""
"web-app","scoreboard.entry.rejoinNote","{name} already started one.","","","{name}",""
"web-app","scoreboard.create.title","New scoreboard","","","",""
"web-app","scoreboard.create.raceTo","Race to {n}","","","{n}",""
"web-app","scoreboard.create.raceTo.hint","1–200","","","",""
"web-app","scoreboard.create.break","Break","","","",""
"web-app","scoreboard.create.alternate","Alternate","","","",""
"web-app","scoreboard.create.winnerBreaks","Winner breaks","","","",""
"web-app","scoreboard.create.firstBreaker","Who breaks first","","","",""
"web-app","scoreboard.create.whoBreaks.hint","Tap a name to start the match.","","","",""
"web-app","scoreboard.create.you","You","","","",""
"web-app","scoreboard.create.venue","Venue","","","",""
"web-app","scoreboard.create.venue.none","No venue","","","",""
"web-app","scoreboard.create.venue.emptyHint","No clubs saved yet — add one from your Profile","","","",""
"web-app","scoreboard.create.table","Table number (optional)","","","",""
"web-app","scoreboard.create.start","Start","","","",""
"web-app","scoreboard.flip","Flip for me","","","",""
"web-app","scoreboard.create.flip","Flip for me — starts the match","","","",""
"web-app","scoreboard.create.breaker.a11y.self","Start the match with you breaking first","","","",""
"web-app","scoreboard.create.breaker.a11y.opponent","Start the match with {name} breaking first","","","{name}",""
"web-app","scoreboard.create.breaker.a11y.flip","Flip a coin to decide who breaks, and start the match","","","",""
"web-app","scoreboard.status.pending","Pending","","","",""
"web-app","scoreboard.status.live","Live","","","",""
"web-app","scoreboard.rackOf","Rack {n} of race to {raceTo}","","","{n}; {raceTo}",""
"web-app","scoreboard.setScore.a11y.lead","You lead {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.trail","You trail {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.tie","You're tied {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.rotatePrompt","Rotate for a bigger scoreboard","","","",""
"web-app","scoreboard.rotatePrompt.dismiss","Dismiss rotate suggestion","","","",""
"web-app","scoreboard.racksChip","Racks {n}","","","{n}",""
"web-app","scoreboard.onTable","on the table","","","",""
"web-app","scoreboard.toWinRack","of {target} to win rack","","","{target}",""
"web-app","scoreboard.breaking","Breaking","","","",""
"web-app","scoreboard.action.undo","Undo","","","",""
"web-app","scoreboard.action.switch","Switch","","","",""
"web-app","scoreboard.action.point","Point","","","",""
"web-app","scoreboard.action.oppPoint","Opp. pt","","","",""
"web-app","scoreboard.action.foul","Foul","","","",""
"web-app","scoreboard.timeout","Timeout","","","",""
"web-app","scoreboard.timeout.remaining","Timeout — {time} remaining","","","{time}",""
"web-app","scoreboard.timeout.over","Timeout — {time} over","","","{time}",""
"web-app","scoreboard.resume","Resume","","","",""
"web-app","scoreboard.finishMatch","Finish match","","","",""
"web-app","scoreboard.watching","{name} is keeping score — watching live","","","{name}",""
"web-app","scoreboard.finish.title","Confirm final result","","","",""
"web-app","scoreboard.finish.confirm","Make sure this is right before finishing.","","","",""
"web-app","scoreboard.finish.continuePlaying","Continue playing","","","",""
"web-app","scoreboard.recorded.self","Recorded by you","","","",""
"web-app","scoreboard.recorded.other","Recorded by {name}","","","{name}",""
"web-app","scoreboard.correct.self","Edit result","","","",""
"web-app","scoreboard.correct.other","Doesn't look right? Message {name}","","","{name}",""
"web-app","scoreboard.expired.title","This match wasn't finished","","","",""
"web-app","scoreboard.expired.body","No score was recorded before this session timed out. Nothing was saved to your record.","","","",""
"web-app","scoreboard.expired.startNew","Start a new scoreboard","","","",""
"web-app","scoreboard.expired.logManually","Log the result manually","","","",""
"web-app","scoreboard.stat.racksWon","Racks won","","","",""
"web-app","scoreboard.stat.winPct","Win %","","","",""
"web-app","scoreboard.stat.avgRack","Avg rack time","","","",""
"web-app","scoreboard.stat.breakWins","Break-and-wins","","","",""
"web-app","scoreboard.stat.racksStolen","Racks stolen","","","",""
"web-app","scoreboard.stat.timeouts","Timeouts","","","",""
"web-app","scoreboard.won","Won","","","",""
"web-app","scoreboard.lost","Lost","","","",""
"web-app","scoreboard.vsRaceTo","vs. {name} · One Pocket · race to {raceTo}","","","{name}; {raceTo}",""
"web-app","scoreboard.brokeRack","{name} broke","","","{name}",""
"web-app","scoreboard.close","Close","","","",""
"web-app","scoreboard.errorGeneric","Couldn't do that right now. Try again.","","","",""
"web-app","scoreboard.messageThreadReady","Opened your conversation — check the Chat tab to continue it.","","","",""
"web-app","scoreboard.postMatch.kicker","Match finished","","","",""
"web-app","scoreboard.postMatch.end","End","","","",""
"web-app","scoreboard.postMatch.startNewMatch","Start new match","","","",""
"web-app","scoreboard.postMatch.startNewMatch.a11y","Start a new match against {name}","","","{name}",""
"web-app","scoreboard.postMatch.spectatorNote","{name} kept score for this match","","","{name}",""
"web-app","scoreboard.postMatch.back","Back","","","",""
"web-app","profile.title","Profile","Profiel","","",""
"web-app","profile.loading","Loading profile…","Profiel laden…","","",""
"web-app","profile.changePhoto","Change photo","Foto wijzigen","","",""
"web-app","profile.openToPlay","Open to play","Open om te spelen","","",""
"web-app","profile.notOpenNow","Not open right now","Nu niet open","","",""
"web-app","profile.connectNote","Connecting is how you swap contact details.","Door te verbinden wisselen jullie contactgegevens uit.","","",""
"web-app","profile.respondNote","{name} asked to connect with you.","{name} wil met je verbinden.","","{name}",""
"web-app","profile.bio","Bio","Bio","","",""
"web-app","profile.bioEmpty","Add a short bio and your home town.","Voeg een korte bio en je woonplaats toe.","","",""
"web-app","profile.fargoRating","Fargo Rating","Fargo Rating","","",""
"web-app","profile.ratingSelfReported","{rating} · self-reported","{rating} · zelf opgegeven","","{rating}",""
"web-app","profile.notSet","Not set","Niet ingesteld","","",""
"web-app","profile.name.heading","Name","Naam","","",""
"web-app","profile.name.caption","So we can prepare a possible future ratings lookup and sort the player list by name. Other members can see it, like the rest of your profile.","Zodat we een mogelijke toekomstige ratingopzoekfunctie kunnen voorbereiden en de spelerslijst op naam kunnen sorteren. Andere leden kunnen dit zien, net als de rest van je profiel.","","",""
"web-app","profile.clubsUpTo3","Up to 3 clubs.","Maximaal 3 clubs.","","",""
"web-app","profile.miniUnavailable","This player's profile isn't available.","Het profiel van deze speler is niet beschikbaar.","","",""
"web-app","clubs.heading","Clubs","Clubs","","",""
"web-app","clubs.none","No clubs yet.","Nog geen clubs.","","",""
"web-app","clubs.add","+ Add a club","+ Club toevoegen","","",""
"web-app","clubs.addTitle","Add a club","Club toevoegen","","",""
"web-app","clubs.searchLabel","Search pool rooms","Poolzalen zoeken","","",""
"web-app","clubs.searchPlaceholder","Club name","Clubnaam","","",""
"web-app","clubs.noMatch","No matching clubs.","Geen overeenkomende clubs.","","",""
"web-app","clubs.cantFind","Can't find it? Add a new venue","","","",""
"web-app","clubs.newTitle","New venue","","","",""
"web-app","clubs.nameLabel","Name","","","",""
"web-app","clubs.addressLabel","Address","","","",""
"web-app","clubs.addressPlaceholder","Street, city, country","","","",""
"web-app","clubs.submitForReview","Submit for review","","","",""
"web-app","clubs.submitting","Checking the address…","","","",""
"web-app","clubs.submitAnyway","None of these — submit anyway","","","",""
"web-app","clubs.didYouMean","Did you mean?","","","",""
"web-app","clubs.suggest.title","Already on 8nOut?","Al op 8nOut?","","",""
"web-app","clubs.suggest.hint","Pick your club and it's added straight away — only a new venue needs review.","Kies je club en hij is meteen toegevoegd — alleen een nieuwe club wordt eerst beoordeeld.","","",""
"web-app","clubs.backToSearch","Back to search","","","",""
"web-app","clubs.submittedPending","Submitted for review — it appears on the map once approved.","Ingediend ter beoordeling — zodra hij is goedgekeurd, staat hij op de kaart.","","",""
"web-app","clubs.placedIn","Placed in {city}, {country}","","","{city}; {country}",""
"web-app","clubs.pendingReview","Pending review","In behandeling","","",""
"web-app","clubs.rejected","Not approved","Niet goedgekeurd","","",""
"web-app","clubs.rejectedReason","Not approved — {reason}","","","{reason}",""
"web-app","clubs.err.geocoderUnavailable","Couldn't reach the address lookup right now — try again shortly.","","","",""
"web-app","clubs.err.submitFailed","Couldn't submit that venue. Please try again.","","","",""
