"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","onboarding.body","Pull in your name and photo so other One Pocket players recognise you. You can always do this later in Profile.","Übernimm deinen Namen und dein Foto, damit andere One-Pocket-Spieler dich erkennen. Du kannst das auch später im Profil machen.","","",""
"web-app","onboarding.field","CueScore player ID or profile link","CueScore-Spieler-ID oder Profillink","","",""
"web-app","onboarding.placeholder","1161837 or cuescore.com/player/…","1161837 oder cuescore.com/player/…","","",""
"web-app","onboarding.skip","Skip for now","Vorerst überspringen","","",""
"web-app","onboarding.linking","Linking…","Wird verknüpft…","","",""
"web-app","onboarding.link","Link CueScore","CueScore verknüpfen","","",""
"web-app","install.cta","Install 8nOut for one-tap access","8nOut installieren — Zugriff mit einem Tipp","","",""
"web-app","install.add","Add to Home Screen","Zum Home-Bildschirm","","",""
"web-app","install.dismiss","Dismiss","Später","","",""
"web-app","install.iosHint","Install: tap the Share icon, then “Add to Home Screen.”","Installieren: Tippe auf das Teilen-Symbol und dann auf „Zum Home-Bildschirm“.","","",""
"web-app","getApp.betaLineTop","Try the beta on","","","",""
"web-app","getApp.betaBrand","TestFlight","","","",""
"web-app","getApp.betaAria","Join the 8nOut beta on TestFlight","","","",""
"web-app","getApp.appStoreAria","Download 8nOut on the App Store","","","",""
"web-app","getApp.openWebApp","Open the web app","","","",""
"web-app","getApp.installPwa","Install 8nOut","","","",""
"web-app","getApp.qrHint","Scan to get it on your phone","","","",""
"web-app","getApp.chipTitle","Get 8nOut on iPhone","","","",""
"web-app","getApp.chipSubBeta","One-tap invites & game alerts","","","",""
"web-app","getApp.chipSubLaunch","Free on the App Store","","","",""
"web-app","getApp.chipCta","Get","","","",""
"web-app","getApp.chipDismiss","Dismiss","","","",""
"web-app","map.allCountries","All countries","Alle Länder","","",""
"web-app","map.allCities","All cities","Alle Städte","","",""
"web-app","map.viewClub","{name} — view club","{name} — Club ansehen","","{name}",""
"web-app","map.letsConnect","Let's connect","Verbinden wir uns","","",""
"web-app","map.playersHere","Players here","Spieler hier","","",""
"web-app","map.rosterEmpty","Players who add this club appear here.","Spieler, die diesen Club hinzufügen, erscheinen hier.","","",""
"web-app","map.rosterFailed","Couldn't load who's here.","","","",""
"web-app","map.reportVenue","Report venue","","","",""
"web-app","map.venueReported","Thanks — we'll review this venue.","","","",""
"web-app","connections.title","Connections","Kontakte","","",""
"web-app","connections.searchPlaceholder","Find players by name","Spieler nach Namen suchen","","",""
"web-app","connections.connected","Connected","Verbunden","","",""
"web-app","connections.requested","Requested","Angefragt","","",""
"web-app","connections.respond","Respond","Antworten","","",""
"web-app","connections.requests","Requests","Anfragen","","",""
"web-app","connections.connectedHeading","Connected","Verbunden","","",""
"web-app","connections.empty","No connections yet. Find players on the map.","Noch keine Kontakte. Finde Spieler auf der Karte.","","",""
"web-app","connections.invite","Invite to play","Zum Spiel einladen","","",""
"web-app","connections.inviteTitle","Invite {name} to play","{name} zum Spiel einladen","","{name}",""
"web-app","connections.sendInvite","Send invite","Einladung senden","","",""
"web-app","connections.inviteSent","Invite sent.","Einladung gesendet.","","",""
"web-app","connections.requestSent","Request sent.","Anfrage gesendet.","","",""
"web-app","connections.requestFailed","Couldn't send the request. Try again.","","","",""
"web-app","connections.recordLabel","Record:","Bilanz:","","",""
"web-app","connections.h2h","Head-to-head with you","Direktvergleich mit dir","","",""
"web-app","connections.h2hSub","{count} {noun} · last played {date}","{count} {noun} · zuletzt gespielt {date}","","{count}; {date}; {noun}",""
"web-app","connections.fargoLabel","Fargo Rating:","Fargo Rating:","","",""
"web-app","connections.verify","Verify","Prüfen","","",""
"web-app","search.title","Find players","Spieler finden","","",""
"web-app","search.morePlayers","More players","Weitere Spieler","","",""
"web-app","search.noMatch","No players match ""{q}""","Keine Spieler für „{q}"" gefunden","","{q}",""
"web-app","search.noMatchSub","Check the spelling, or invite them with your connect code.","Prüfe die Schreibweise oder lade sie mit deinem Verbindungscode ein.","","",""
"web-app","search.loadError","Couldn't load players","Spieler konnten nicht geladen werden","","",""
"web-app","search.loadErrorSub","Check your connection and try again.","Prüfe deine Internetverbindung und versuche es erneut.","","",""
"web-app","search.showMyCode","Show my connect code","Meinen Verbindungscode zeigen","","",""
"web-app","h2h.youLead","You lead {a}–{b}","Du führst {a}–{b}","","{a}; {b}",""
"web-app","h2h.theyLead","{name} leads {a}–{b}","{name} führt {a}–{b}","","{a}; {b}; {name}",""
"web-app","h2h.allSquare","All square, {a}–{b}","Ausgeglichen, {a}–{b}","","{a}; {b}",""
"web-app","cuescore.viewProfile","View CueScore profile","CueScore-Profil ansehen","","",""
"web-app","cuescore.heading","CueScore","CueScore","","",""
"web-app","cuescore.linkedCaption","Your CueScore profile is linked.","Dein CueScore-Profil ist verknüpft.","","",""
"web-app","cuescore.linkCaption","Link your CueScore profile to bring across your name and photo.","Verknüpfe dein CueScore-Profil, um deinen Namen und dein Foto zu übernehmen.","","",""
"web-app","cuescore.unlink","Unlink CueScore profile","CueScore-Profil trennen","","",""
"web-app","cuescore.unlinkTitle","Unlink your CueScore profile?","Dein CueScore-Profil trennen?","","",""
"web-app","cuescore.unlinkConfirm","Unlink","Trennen","","",""
"web-app","cuescore.unlinkError","Couldn't unlink right now. Try again.","Das Trennen hat gerade nicht geklappt. Versuch es noch mal.","","",""
"web-app","cuescore.errorInvalidInput","That doesn't look like a CueScore player ID or profile link.","Das sieht nicht nach einer CueScore-Spieler-ID oder einem Profillink aus.","","",""
"web-app","cuescore.errorNotFound","No CueScore player found with that ID or profile link.","Kein CueScore-Spieler mit dieser ID oder diesem Profillink gefunden.","","",""
"web-app","cuescore.errorAlreadyLinked","That CueScore profile is already linked to another 8nOut account.","Dieses CueScore-Profil ist bereits mit einem anderen 8nOut-Konto verknüpft.","","",""
"web-app","cuescore.errorFailed","Couldn't link right now. Try again.","Das Verknüpfen hat gerade nicht geklappt. Versuch es noch mal.","","",""
"web-app","plays.at","Plays at","Spielt bei","","",""
"web-app","contact.heading","Contact","Kontakt","","",""
"web-app","contact.call","Call {phone}","{phone} anrufen","","{phone}",""
"web-app","contact.onlyConnections","Only visible to accepted connections.","Nur für angenommene Kontakte sichtbar.","","",""
"web-app","contact.phoneLabel","Phone","Telefon","","",""
"web-app","contact.phoneHelp","For players who'd rather call or text. Shown only to accepted connections.","Für Spieler, die lieber anrufen oder schreiben. Nur für angenommene Kontakte sichtbar.","","",""
"web-app","contact.ownNumber","This is my own phone number","Das ist meine eigene Telefonnummer","","",""
"web-app","contact.visibilityHelp","Visible only to players whose connection you've accepted — never on your public profile or the website.","Nur für Spieler sichtbar, deren Kontaktanfrage du angenommen hast — nie in deinem öffentlichen Profil oder auf der Website.","","",""
"web-app","contact.errSave","Couldn't save contact.","Kontaktdaten konnten nicht gespeichert werden.","","",""
"web-app","schedule.today","Today","Heute","","",""
"web-app","schedule.now","Now","Jetzt","","",""
"web-app","schedule.option1","Option 1","Option 1","","",""
"web-app","schedule.option2","Option 2","Option 2","","",""
"web-app","schedule.addSecond","+ Add a second option","+ Zweite Option hinzufügen","","",""
"web-app","schedule.place","Place","Ort","","",""
"web-app","schedule.decideLater","Decide later","Später entscheiden","","",""
"web-app","schedule.errPickTime","Pick at least one time.","Wähle mindestens eine Zeit.","","",""
"web-app","challenges.title","Challenges","Duelle","","",""
"web-app","challenges.needsResponse","Needs your response","Wartet auf deine Antwort","","",""
"web-app","challenges.pickTimeSuffix","— pick a time","— Zeit wählen","","",""
"web-app","challenges.acceptAt","Accept: {time}","Annehmen: {time}","","{time}",""
"web-app","challenges.suggestAnother","Suggest another time","Andere Zeit vorschlagen","","",""
"web-app","challenges.waitingReply","Waiting for a reply","Warten auf Antwort","","",""
"web-app","challenges.waitingFor","Waiting for {name} to reply","Warten auf Antwort von {name}","","{name}",""
"web-app","challenges.answered","Answered","Beantwortet","","",""
"web-app","challenges.resultPrompt","Did this game happen?","Hat diese Partie stattgefunden?","","",""
"web-app","challenges.didntHappen","Didn't happen","Hat nicht stattgefunden","","",""
"web-app","challenges.dismissBody","This deletes the game for both of you. Nothing is logged.","Das löscht die Partie für euch beide. Es wird nichts eingetragen.","","",""
"web-app","challenges.dismissConfirm","Delete game","Partie löschen","","",""
"web-app","challenges.withdraw","Withdraw invite","Einladung zurückziehen","","",""
"web-app","challenges.status.accepted","Accepted","Angenommen","","",""
"web-app","challenges.status.declined","Declined","Abgelehnt","","",""
"web-app","challenges.status.expired","Expired","Abgelaufen","","",""
"web-app","challenges.empty","No active challenges yet. Invite a connection to play.","Noch keine aktiven Duelle. Lade einen Kontakt zum Spiel ein.","","",""
"web-app","challenges.lastPlayed","Last played","Zuletzt gespielt","","",""
"web-app","challenges.addCalendar","Add to calendar","Zum Kalender hinzufügen","","",""
"web-app","challenges.googleCalendar","Google Calendar","Google Kalender","","",""
"web-app","challenges.counterTitle","Suggest another time to {name}","{name} eine andere Zeit vorschlagen","","{name}",""
"web-app","challenges.send","Send","Senden","","",""
"web-app","challenges.hide","Hide invite","Einladung ausblenden","","",""
"web-app","challenges.unhide","Unhide","Einblenden","","",""
"web-app","challenges.hiddenCount","Hidden ({count})","Ausgeblendet ({count})","","{count}",""
"web-app","challenges.hiddenNote","A hidden invite disappears on its own after a few days.","Eine ausgeblendete Einladung verschwindet nach ein paar Tagen von selbst.","","",""
"web-app","record.heading","Record","Bilanz","","",""
"web-app","record.recordLabel","Record","Bilanz","","",""
"web-app","record.showLess","Show less","Weniger anzeigen","","",""
"web-app","record.seeAll","See all →","Alle ansehen →","","",""
"web-app","record.form","Form","Form","","",""
"web-app","record.last5","Last 5","Letzte 5","","",""
"web-app","record.winRate","Win rate","Siegquote","","",""
"web-app","record.winRateAria","Win rate {pct} percent","Siegquote {pct} Prozent","","{pct}",""
"web-app","record.formAria","Last {count}, oldest to newest: {list}","Letzte {count}, älteste zuerst: {list}","","{count}; {list}",""
"web-app","record.matchCountFull.one","1 match","1 Partie","","",""
"web-app","record.matchCountFull.other","{count} matches","{count} Partien","","{count}",""
"web-app","record.wonLast","Won your last {count}","Deine letzten {count} gewonnen","","{count}",""
"web-app","record.lastPlayed","Last played {date}","Zuletzt gespielt {date}","","{date}",""
"web-app","record.lastPlayedSep"," · last played {date}"," · zuletzt gespielt {date}","","{date}",""
"web-app","record.viaCueScore","via CueScore","über CueScore","","",""
"web-app","record.youWon","You won","Du hast gewonnen","","",""
"web-app","record.youLost","You lost","Du hast verloren","","",""
"web-app","record.oppWon","{name} won","{name} hat gewonnen","","{name}",""
"web-app","record.logResult","Log result","Ergebnis eintragen","","",""
"web-app","record.whoWon","Who won?","Wer hat gewonnen?","","",""
"web-app","record.yourScore","Your score (optional)","Dein Ergebnis (optional)","","",""
"web-app","record.oppScore","{name}'s score","Ergebnis von {name}","","{name}",""
"web-app","record.importTitle","Import a CueScore match","CueScore-Partie importieren","","",""
"web-app","record.matchImported","Match imported","Partie importiert","","",""
"web-app","record.matchLinkLabel","CueScore match link","CueScore-Partielink","","",""
"web-app","record.matchLinkPlaceholder","…/match/?matchId=…","…/match/?matchId=…","","",""
"web-app","record.lookingUp","Looking up…","Wird gesucht…","","",""
"web-app","record.lookUp","Look up match","Partie suchen","","",""
"web-app","record.notYourMatch","This match isn't linked to your CueScore profile — you can only import your own matches.","Diese Partie ist nicht mit deinem CueScore-Profil verknüpft — du kannst nur eigene Partien importieren.","","",""
"web-app","record.vsPrefix","vs","gegen","","",""
"web-app","record.tableLabel","Table","Tisch","","",""
"web-app","record.notFinished","This match isn't finished yet — finish it on CueScore first.","Diese Partie ist noch nicht beendet — schließe sie zuerst auf CueScore ab.","","",""
"web-app","record.importing","Importing…","Wird importiert…","","",""
"web-app","record.importThis","Import this match","Diese Partie importieren","","",""
"web-app","record.errNotFound","Couldn't find that match.","Diese Partie wurde nicht gefunden.","","",""
"web-app","record.errImport","Couldn't import that match.","Diese Partie konnte nicht importiert werden.","","",""
"web-app","record.startsHere","Your record starts here","Deine Bilanz beginnt hier","","",""
"web-app","record.emptyLinked","Import a finished CueScore match — every game counts, win or lose.","Importiere eine beendete CueScore-Partie — jede Partie zählt, ob Sieg oder Niederlage.","","",""
"web-app","record.emptyUnlinked","Link your CueScore profile to import your match results — every game counts, win or lose.","Verknüpfe dein CueScore-Profil, um deine Ergebnisse zu importieren — jede Partie zählt, ob Sieg oder Niederlage.","","",""
"web-app","record.importCta","Import a CueScore match","CueScore-Partie importieren","","",""
"web-app","record.linkCta","Link CueScore to import results","CueScore verknüpfen, um Ergebnisse zu importieren","","",""
"web-app","record.howItWorks","How importing works","So funktioniert der Import","","",""
"web-app","record.howTitle","How importing works","So funktioniert der Import","","",""
"web-app","record.howStep1","Finish your match on CueScore.","Beende deine Partie auf CueScore.","","",""
"web-app","record.howStep2","Open the match and copy its link.","Öffne die Partie und kopiere den Link.","","",""
"web-app","record.howStep3","Paste it here — 8nOut reads the final score and adds it to your record, win or lose.","Füge ihn hier ein — 8nOut liest das Endergebnis und trägt es in deine Bilanz ein, ob Sieg oder Niederlage.","","",""
"web-app","record.howFootnote","The opponent doesn't need to be on 8nOut. If they are, the match shows on their record too.","Der Gegner muss nicht bei 8nOut sein. Wenn doch, erscheint die Partie auch in seiner Bilanz.","","",""
"web-app","discipline.onePocket","One Pocket","One Pocket","","",""
"web-app","scoreboard.entry.challenge","Start scoreboard","","","",""
"web-app","scoreboard.entry.logAlt","Already played? Log result","","","",""
"web-app","scoreboard.entry.connection","Start a live scoreboard","","","",""
"web-app","scoreboard.entry.connectionNote","Play right now, no scheduled challenge needed.","","","",""
"web-app","scoreboard.entry.rejoinChallenge","Rejoin scoreboard","","","",""
"web-app","scoreboard.entry.rejoinConnection","Rejoin the live scoreboard","","","",""
"web-app","scoreboard.entry.rejoinNote","{name} already started one.","","","{name}",""
"web-app","scoreboard.create.title","New scoreboard","","","",""
"web-app","scoreboard.create.raceTo","Race to {n}","","","{n}",""
"web-app","scoreboard.create.raceTo.hint","1–200","","","",""
"web-app","scoreboard.create.break","Break","","","",""
"web-app","scoreboard.create.alternate","Alternate","","","",""
"web-app","scoreboard.create.winnerBreaks","Winner breaks","","","",""
"web-app","scoreboard.create.firstBreaker","Who breaks first","","","",""
"web-app","scoreboard.create.whoBreaks.hint","Tap a name to start the match.","","","",""
"web-app","scoreboard.create.you","You","","","",""
"web-app","scoreboard.create.venue","Venue","","","",""
"web-app","scoreboard.create.venue.none","No venue","","","",""
"web-app","scoreboard.create.venue.emptyHint","No clubs saved yet — add one from your Profile","","","",""
"web-app","scoreboard.create.table","Table number (optional)","","","",""
"web-app","scoreboard.create.start","Start","","","",""
"web-app","scoreboard.flip","Flip for me","","","",""
"web-app","scoreboard.create.flip","Flip for me — starts the match","","","",""
"web-app","scoreboard.create.breaker.a11y.self","Start the match with you breaking first","","","",""
"web-app","scoreboard.create.breaker.a11y.opponent","Start the match with {name} breaking first","","","{name}",""
"web-app","scoreboard.create.breaker.a11y.flip","Flip a coin to decide who breaks, and start the match","","","",""
"web-app","scoreboard.status.pending","Pending","","","",""
"web-app","scoreboard.status.live","Live","","","",""
"web-app","scoreboard.rackOf","Rack {n} of race to {raceTo}","","","{n}; {raceTo}",""
"web-app","scoreboard.setScore.a11y.lead","You lead {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.trail","You trail {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.setScore.a11y.tie","You're tied {mine} to {theirs} in racks. {balls} balls on the table.","","","{balls}; {mine}; {theirs}",""
"web-app","scoreboard.rotatePrompt","Rotate for a bigger scoreboard","","","",""
"web-app","scoreboard.rotatePrompt.dismiss","Dismiss rotate suggestion","","","",""
"web-app","scoreboard.racksChip","Racks {n}","","","{n}",""
"web-app","scoreboard.onTable","on the table","","","",""
"web-app","scoreboard.toWinRack","of {target} to win rack","","","{target}",""
"web-app","scoreboard.breaking","Breaking","","","",""
"web-app","scoreboard.action.undo","Undo","","","",""
"web-app","scoreboard.action.switch","Switch","","","",""
"web-app","scoreboard.action.point","Point","","","",""
"web-app","scoreboard.action.oppPoint","Opp. pt","","","",""
"web-app","scoreboard.action.foul","Foul","","","",""
"web-app","scoreboard.timeout","Timeout","","","",""
"web-app","scoreboard.timeout.remaining","Timeout — {time} remaining","","","{time}",""
"web-app","scoreboard.timeout.over","Timeout — {time} over","","","{time}",""
"web-app","scoreboard.resume","Resume","","","",""
"web-app","scoreboard.finishMatch","Finish match","","","",""
"web-app","scoreboard.watching","{name} is keeping score — watching live","","","{name}",""
"web-app","scoreboard.finish.title","Confirm final result","","","",""
"web-app","scoreboard.finish.confirm","Make sure this is right before finishing.","","","",""
"web-app","scoreboard.finish.continuePlaying","Continue playing","","","",""
"web-app","scoreboard.recorded.self","Recorded by you","","","",""
"web-app","scoreboard.recorded.other","Recorded by {name}","","","{name}",""
"web-app","scoreboard.correct.self","Edit result","","","",""
"web-app","scoreboard.correct.other","Doesn't look right? Message {name}","","","{name}",""
"web-app","scoreboard.expired.title","This match wasn't finished","","","",""
"web-app","scoreboard.expired.body","No score was recorded before this session timed out. Nothing was saved to your record.","","","",""
"web-app","scoreboard.expired.startNew","Start a new scoreboard","","","",""
"web-app","scoreboard.expired.logManually","Log the result manually","","","",""
"web-app","scoreboard.stat.racksWon","Racks won","","","",""
"web-app","scoreboard.stat.winPct","Win %","","","",""
"web-app","scoreboard.stat.avgRack","Avg rack time","","","",""
"web-app","scoreboard.stat.breakWins","Break-and-wins","","","",""
"web-app","scoreboard.stat.racksStolen","Racks stolen","","","",""
"web-app","scoreboard.stat.timeouts","Timeouts","","","",""
"web-app","scoreboard.won","Won","","","",""
"web-app","scoreboard.lost","Lost","","","",""
"web-app","scoreboard.vsRaceTo","vs. {name} · One Pocket · race to {raceTo}","","","{name}; {raceTo}",""
"web-app","scoreboard.brokeRack","{name} broke","","","{name}",""
"web-app","scoreboard.close","Close","","","",""
"web-app","scoreboard.errorGeneric","Couldn't do that right now. Try again.","","","",""
"web-app","scoreboard.messageThreadReady","Opened your conversation — check the Chat tab to continue it.","","","",""
"web-app","scoreboard.postMatch.kicker","Match finished","","","",""
"web-app","scoreboard.postMatch.end","End","","","",""
"web-app","scoreboard.postMatch.startNewMatch","Start new match","","","",""
"web-app","scoreboard.postMatch.startNewMatch.a11y","Start a new match against {name}","","","{name}",""
"web-app","scoreboard.postMatch.spectatorNote","{name} kept score for this match","","","{name}",""
"web-app","scoreboard.postMatch.back","Back","","","",""
"web-app","profile.title","Profile","Profil","","",""
"web-app","profile.loading","Loading profile…","Profil wird geladen…","","",""
"web-app","profile.changePhoto","Change photo","Foto ändern","","",""
"web-app","profile.openToPlay","Open to play","Spielbereit","","",""
"web-app","profile.notOpenNow","Not open right now","Gerade nicht spielbereit","","",""
"web-app","profile.connectNote","Connecting is how you swap contact details.","Über eine Verbindung tauscht ihr Kontaktdaten aus.","","",""
"web-app","profile.respondNote","{name} asked to connect with you.","{name} möchte sich mit dir verbinden.","","{name}",""
"web-app","profile.bio","Bio","Bio","","",""
"web-app","profile.bioEmpty","Add a short bio and your home town.","Füge eine kurze Bio und deinen Wohnort hinzu.","","",""
"web-app","profile.fargoRating","Fargo Rating","Fargo Rating","","",""
"web-app","profile.ratingSelfReported","{rating} · self-reported","{rating} · selbst angegeben","","{rating}",""
"web-app","profile.notSet","Not set","Nicht angegeben","","",""
"web-app","profile.clubsUpTo3","Up to 3 clubs.","Bis zu 3 Clubs.","","",""
"web-app","profile.miniUnavailable","This player's profile isn't available.","Das Profil dieses Spielers ist nicht verfügbar.","","",""
"web-app","clubs.heading","Clubs","Clubs","","",""
"web-app","clubs.none","No clubs yet.","Noch keine Clubs.","","",""
"web-app","clubs.add","+ Add a club","+ Club hinzufügen","","",""
"web-app","clubs.addTitle","Add a club","Club hinzufügen","","",""
"web-app","clubs.searchLabel","Search pool rooms","Poolhallen suchen","","",""
"web-app","clubs.searchPlaceholder","Club name","Clubname","","",""
"web-app","clubs.noMatch","No matching clubs.","Keine passenden Clubs.","","",""
"web-app","clubs.cantFind","Can't find it? Add a new venue","","","",""
"web-app","clubs.newTitle","New venue","","","",""
"web-app","clubs.nameLabel","Name","","","",""
"web-app","clubs.addressLabel","Address","","","",""
"web-app","clubs.addressPlaceholder","Street, city, country","","","",""
"web-app","clubs.submitForReview","Submit for review","","","",""
"web-app","clubs.submitting","Checking the address…","","","",""
"web-app","clubs.submitAnyway","None of these — submit anyway","","","",""
"web-app","clubs.didYouMean","Did you mean?","","","",""
"web-app","clubs.suggest.title","Already on 8nOut?","Schon bei 8nOut?","","",""
"web-app","clubs.suggest.hint","Pick your club and it's added straight away — only a new venue needs review.","Wähl deinen Club aus und er ist sofort hinzugefügt — nur ein neuer Club geht zur Prüfung.","","",""
"web-app","clubs.backToSearch","Back to search","","","",""
"web-app","clubs.submittedPending","Submitted for review — it appears on the map once approved.","Zur Prüfung eingereicht — sobald er freigegeben ist, erscheint er auf der Karte.","","",""
"web-app","clubs.placedIn","Placed in {city}, {country}","","","{city}; {country}",""
"web-app","clubs.pendingReview","Pending review","In Prüfung","","",""
"web-app","clubs.rejected","Not approved","Nicht freigegeben","","",""
"web-app","clubs.rejectedReason","Not approved — {reason}","","","{reason}",""
"web-app","clubs.err.geocoderUnavailable","Couldn't reach the address lookup right now — try again shortly.","","","",""
"web-app","clubs.err.submitFailed","Couldn't submit that venue. Please try again.","","","",""
"web-app","clubs.geo.typed.title","We couldn't place this address on the map","","","",""
"web-app","clubs.geo.typed.body","Check the address above — street, city and country — then submit again.","","","",""
"web-app","clubs.geo.sourced.title","We couldn't place this address on the map","","","",""
"web-app","clubs.geo.sourced.body","We filled this in from CueScore. Edit it above and submit again — change as much as you need.","","","",""
"web-app","clubs.geo.tried","What we looked up","","","",""
"web-app","clubs.geo.down.title","The address lookup is unavailable","","","",""
"web-app","clubs.geo.down.body","Nothing you typed is wrong — the problem is at our end.","","","",""
"web-app","clubs.confirm.title","Is that close enough?","","","",""
"web-app","clubs.confirm.body","We could only find the general area — add more detail if you can, or submit it as it is.","","","",""
"web-app","clubs.confirm.yes","Submit it as it is","","","",""
"web-app","clubs.confirm.no","Add more detail","","","",""
"web-app","clubs.cuescore.lead","Fastest way: paste the club's CueScore venue link — the one that ends in a number. Or add it manually below.","","","",""
"web-app","clubs.cuescore.urlPlaceholder","https://cuescore.com/venue/…","","","",""
"web-app","clubs.cuescore.urlLabel","CueScore venue link","","","",""
"web-app","clubs.cuescore.lookup","Look up","","","",""
"web-app","clubs.cuescore.looking","Reading…","","","",""
"web-app","clubs.cuescore.sourced","Sourced from CueScore","","","",""
